,Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
251,14397.9280845869,5189.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
252,14642.3235774312,6224.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
253,13464.8028838785,14231.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
254,13678.863002609,17971.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
255,12507.4852674251,19715.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
256,13141.047950472,19898.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
257,13594.085591089,20682.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
258,12733.8579244968,21386.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
259,12230.0997724465,28408.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
260,14222.3053952433,8427.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
261,14266.9125758461,8615.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
262,14255.7476815217,16958.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
263,13762.9014468935,18040.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
264,14275.1276351584,18533.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
265,13688.0001092708,18766.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
266,13308.8337494544,20043.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
267,14145.8809893247,20512.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
268,12944.9387536629,21684.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
269,12846.0615931645,27560.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
270,14061.1227650226,4922.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
271,13072.8416305329,14311.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
272,11699.0339156388,19816.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
273,12257.1640856157,21492.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
274,11574.1738126532,21525.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
275,11539.0485332856,24163.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
276,12243.0606241256,25014.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
277,11671.8581267356,25727.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
278,11464.6288587837,29410.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
279,10546.7827451076,38866.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
280,15553.2087144133,7695.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
281,15047.0027380893,12305.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
282,13540.0416416542,17343.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
283,14077.9688527613,17445.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
284,12981.9520292971,20309.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
285,13436.0001494398,20530.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
286,13161.9428277679,21145.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
287,14220.0132151888,23069.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
288,12379.1264733486,31199.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
289,11581.9050444543,36566.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
290,14023.9385467303,13776.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
291,12810.9105849645,19461.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
292,13135.9050323183,21796.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
293,13106.9004236608,21910.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
294,12845.1742493148,22382.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
295,12570.1366810142,22479.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
296,12897.9295369167,23200.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
297,11961.6199584128,27394.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
298,12706.9113479764,27521.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
299,12487.0542927355,28492.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
300,15635.7961597274,1169.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
301,15747.8039693734,6048.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
302,14619.0785627339,15768.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
303,14185.0215527411,20374.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
304,13699.0357802751,25845.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
305,13310.0595947936,26143.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
306,13530.0686449196,27249.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
307,13019.0711364536,27942.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
308,12684.9862266111,29891.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
309,12553.0714279172,32844.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
310,14997.8843363888,8880.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
311,14847.0441508521,12980.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
312,15128.9922358386,13828.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
313,15000.9927098969,14504.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
314,14593.8540952799,18790.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
315,14304.7410353626,21128.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
316,13688.9456754793,21611.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
317,13744.8498521312,23748.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
318,13545.0308963393,27431.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
319,12741.1902325605,34815.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
320,16116.8439161411,865.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
321,16428.5789813727,9882.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
322,15084.8154042675,14824.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
323,15163.1698589644,17158.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
324,14897.0405525771,18210.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
325,14508.7500852241,18910.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
326,14418.1652909085,19818.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
327,14191.8822773606,21181.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
328,14401.9069288085,21527.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
329,14175.8790788752,21627.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
330,14429.7896427032,6114.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
331,14696.0289897965,6709.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
332,14582.7691222953,7115.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
333,14194.8236036111,9561.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
334,14072.135231942,15233.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
335,13994.906458446,17270.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
336,13830.2490247204,17594.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
337,13159.8215441932,22740.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
338,12495.9707512187,26204.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
339,12678.853974694,28683.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
340,46732.6060296375,3625.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
341,47065.2099128135,5239.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
342,44749.6867932853,12115.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
343,42773.0283900247,14546.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
344,41371.3792727352,20000.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
345,39547.5878996389,23826.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
346,39691.7274009474,25169.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
347,38824.8690859321,25960.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
348,36970.8980474434,30502.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
349,37288.9367376769,32039.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
350,39875.8542553224,7054.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
351,39713.6679219378,8967.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
352,38990.6073346213,9410.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
353,39092.1899183221,10717.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
354,39365.8832384862,11619.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
355,35261.436430686,21350.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
356,35575.417048945,22740.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
357,34297.3053502994,24259.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
358,34739.2149603993,25747.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
359,31186.741462751,34191.0,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
360,21757.049509258,1853.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,0
361,19528.1004334074,14115.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
362,19075.6787522022,18198.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
363,19409.7526074867,18795.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
364,18527.2089705632,19874.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
365,18912.9815981283,21512.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
366,17839.8007705925,25453.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
367,17789.3467308115,26980.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
368,17294.181001319,29368.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
369,18083.3962990146,29420.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
370,20021.1952055266,1787.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
371,18835.1897611439,8211.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
372,18727.5083766846,14054.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
373,16805.057392224,19498.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
374,17154.5764616521,21567.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
375,16644.0878730491,22383.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
376,15951.8111690734,26070.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
377,16508.5906948624,27460.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
378,15832.5183481771,31202.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
379,15554.2831291178,33357.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
380,25948.9625940461,636.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
381,27714.0502451392,5379.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,0
382,25097.4732491841,14461.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
383,24809.0423236228,16111.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
384,23345.32906904,22964.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
385,22894.4386761484,26272.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
386,22064.292185651,27384.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
387,23151.5461397874,27940.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
388,22120.7577646413,28242.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
389,20294.5768249992,33892.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
390,18957.8900428954,5936.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
391,18950.9069845001,8687.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
392,17891.633775413,17020.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
393,17801.2295282699,19386.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
394,16723.9938818438,19740.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
395,16744.0302525506,21829.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
396,16825.1908819896,23460.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
397,16543.9801372896,24583.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
398,16143.9572923392,26532.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
399,14914.201280944,33906.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
400,19164.6106273539,1480.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
401,18800.9588988123,7961.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
402,17458.2215292051,15144.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
403,17158.9219978811,21417.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
404,16472.8976475979,21675.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
405,16993.78032811,23621.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
406,16300.4652398485,25697.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
407,15623.2002730477,27476.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
408,15138.4008240242,32462.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
409,15233.159870989,32535.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
410,19471.9748521674,6608.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
411,18009.846031675,15190.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
412,18273.006133669,16335.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
413,18311.7563023413,17441.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
414,17553.7536839839,18451.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
415,18004.8704147535,18771.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
416,17663.2249529278,19490.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
417,17115.1220306392,24461.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
418,16988.3030634522,24905.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
419,16803.1227498612,25874.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
420,19446.8829407428,932.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
421,17119.4575724122,18277.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
422,17316.0966034412,19593.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
423,16860.8707794215,19883.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
424,17312.9071543366,21420.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
425,16403.253626802,23133.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
426,16536.7438751172,24218.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
427,16341.8040992783,25394.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
428,16713.984689313,26328.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
429,16295.211437549,28239.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
430,18974.9220296354,5632.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
431,18324.8319253823,7397.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
432,19581.2314137813,7645.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
433,18169.3754824501,14754.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
434,17986.2240909417,17488.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
435,17173.9423218235,18721.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
436,16456.9746438978,20200.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
437,16267.0948891087,21452.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
438,16860.0943255059,22841.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
439,16027.286487323,22889.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
440,17089.9188296993,8732.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
441,17463.046080588,11393.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
442,17218.6857498601,14579.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
443,17162.4782553752,15903.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
444,16507.0702674881,17451.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
445,16752.5144032522,18562.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
446,16646.7707992652,20154.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
447,15623.9197645756,21272.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
448,15664.6249047546,25787.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
449,15680.8644260064,25956.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
450,18800.0931025943,5827.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
451,18910.8042859922,8345.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
452,19177.4120635113,10414.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
453,18040.1440064688,11647.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
454,17685.2009949316,15898.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
455,17515.3975894289,18602.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
456,16357.9923216692,23491.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
457,16345.9437469065,25931.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
458,15797.1957603831,26700.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
459,15503.5087961695,33345.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
460,21745.0294409433,7065.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
461,21725.0107490518,13457.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
462,22384.1186917714,14788.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
463,20537.1417181204,16950.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
464,21233.911355975,17337.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
465,20676.1655109484,18021.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
466,20839.1499654655,22152.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
467,20017.9684301873,22729.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
468,18876.8706536779,27218.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
469,17586.9285826976,39049.0,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
470,23573.8220022015,12466.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
471,23527.7285024945,14948.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
472,22113.628024091,21992.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
473,22470.3584295684,22626.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
474,20619.1140102242,24067.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,0,0
475,20047.9513612262,24665.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
476,21525.3390083458,25020.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
477,20382.1503095689,25240.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
478,21020.8367766062,25550.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
479,20221.8088112824,26223.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
480,25452.473854577,11892.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
481,23449.306325765,17273.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
482,23578.1648606715,19148.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
483,22525.2697215027,19521.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
484,21982.6477082653,20472.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
485,22231.5631514943,21929.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
486,22189.1159710833,25651.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
487,21765.066579225,25794.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
488,21403.7564223375,27168.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
489,21200.6902072266,31197.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
490,19682.0350106485,11554.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
491,18678.4141227383,16496.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
492,20318.8909731314,17583.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
493,20127.0441847493,18419.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
494,19751.041430836,20510.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
495,17844.7307707838,21121.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
496,18856.0186905559,22423.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
497,18566.070703281,24747.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
